drug_id,drug_name,manufacturer,batch_number,manufacture_country,manufacture_date,expiry_date,active_ingredient,dosage_mg,price_inr,label
6085,Metformin,Alpha Drugs,B51524,USA,2025-05-27,2027-04-23,Metformin,500,127.55,1
6086,Omeprazole,Torrent,RX7840,Germany,2024-03-22,2024-09-19,Omeprazole,20,93.55,0
6087,Atorvastatin,Novartis,B643039,Germany,2024-09-28,2026-04-20,Atorvastatin,10,206.76,1
6088,Cetirizine,Pfizer,B301599,UK,2026-06-01,2028-03-04,Cetirizine,10,58.7,1
6089,Atorvastatin,Glenmark,B254832,India,2026-03-14,2028-12-02,Atorvastatin,10,231.94,1
6090,Azithromycin,UniPharma,B881299,UK,2023-09-15,2024-09-04,Azithromycin,500,103.92,0
6091,Ibuprofen,GSK,B72180,Switzerland,2024-11-22,2027-02-07,Ibuprofen,400,116.08,1
6092,Amlodipine,UniPharma,FEK,USA,2024-02-04,2026-07-17,Amlodipine,5,37.46,0
6093,Azithromycin,Vedic Pharma,7LD7,Germany,2024-05-03,2027-04-13,Azithromycin,500,290.39,0
6094,Atorvastatin,Alkem,B696978,Germany,2026-01-09,2026-12-06,Atorvastatin,10,62.97,1
6095,Amoxicillin,Pfizer,B53211,UK,2024-11-07,2026-05-27,Amoxicillin,250,182.62,1
6096,Amoxicillin,Lupin,B870283,Germany,2025-06-21,2026-08-24,Amoxicillin,250,208.64,1
6097,Omeprazole,Sanofi India,B55198,UK,2023-12-27,2024-06-23,Omeprazole,20,46.79,0
6098,Metformin,PharmTech India,OC8,India,2026-01-09,2026-04-20,Metformin,500,74.86,0
6099,Paracetamol,Zydus Cadila,B927173,Germany,2026-01-08,2028-06-19,Paracetamol,500,125.73,1
6100,Ibuprofen,UniPharma,8IJ,USA,2025-05-11,2025-10-27,Ibuprofen,400,35.06,0
6101,Azithromycin,GSK,B480723,India,2024-09-12,2025-11-21,Azithromycin,500,266.72,1
6102,Metformin,Abbott India,B99973,Switzerland,2026-03-23,2027-12-18,Metformin,500,136.14,1
6103,Omeprazole,Mankind Pharma,B81529,USA,2024-12-01,2026-09-21,Omeprazole,20,119.58,1
6104,Omeprazole,Lupin,B61439,Germany,2025-11-27,2028-05-04,Omeprazole,20,160.87,1
6105,Cetirizine,Sanofi India,B34746,USA,2024-11-11,2025-04-13,Cetirizine,10,27.27,0
6106,Amoxicillin,Novartis,B25786,USA,2026-02-21,2027-07-26,Amoxicillin,250,222.63,1
6107,Azithromycin,Abbott India,B55785,USA,2024-09-27,2026-03-29,Azithromycin,500,478.83,1
6108,Paracetamol,Mankind Pharma,B79015,Germany,2025-06-04,2027-05-29,Paracetamol,500,101.02,1
6109,Paracetamol,Lupin,B155785,Germany,2023-11-17,2026-11-08,Paracetamol,500,133.53,1
6110,Pantoprazole,Lupin,B62595,Germany,2024-02-13,2026-06-25,Pantoprazole,40,138.36,1
6111,Omeprazole,GSK,IU,Switzerland,2025-12-01,2026-10-19,Omeprazole,20,121.04,0
6112,Omeprazole,Zydus Cadila,B8075,India,2024-10-25,2027-09-20,Omeprazole,20,116.46,1
6113,Amoxicillin,Vedic Pharma,RX3524,USA,2025-11-09,2025-12-11,Amoxicillin,250,52.49,0
6114,Pantoprazole,BioMed Generics,B47314,USA,2025-09-01,2025-11-27,Pantoprazole,40,134.37,0
6115,Paracetamol,Lupin,B946541,Switzerland,2024-01-06,2025-07-30,Paracetamol,500,115.13,0
6116,Cetirizine,Abbott India,B692691,UK,2024-03-17,2026-08-18,Cetirizine,10,65.09,1
6117,Omeprazole,Cipla,B88352,Switzerland,2025-11-24,2028-11-06,Omeprazole,20,176.82,1
6118,Metformin,Mankind Pharma,XI,Germany,2024-06-10,2025-02-25,Metformin,500,74.52,0
6119,Azithromycin,IPCA Labs,B421520,USA,2025-10-16,2028-04-07,Azithromycin,500,335.02,1
6120,Metformin,GSK,B471546,Switzerland,2023-12-21,2025-08-12,Metformin,500,121.35,1
6121,Omeprazole,Bayer India,B975211,Germany,2023-08-30,2026-03-24,Omeprazole,20,146.6,1
6122,Atorvastatin,Sanofi India,GN3767,India,2026-01-04,2026-06-29,Atorvastatin,10,145.54,0
6123,Pantoprazole,Bayer India,B6,UK,2024-02-10,2025-11-01,Pantoprazole,40,32.95,1
6124,Amlodipine,Novartis,B41959,Germany,2023-12-25,2025-07-28,Amlodipine,5,177.31,1
6125,Omeprazole,PharmTech India,B52406,Germany,2024-04-28,2025-03-29,Omeprazole,20,103.03,0
6126,Amoxicillin,GSK,B978390,India,2024-02-28,2025-03-05,Amoxicillin,250,154.06,1
6127,Paracetamol,Mankind Pharma,B45037,Switzerland,2023-09-18,2025-05-08,Paracetamol,500,151.69,1
6128,Metformin,IPCA Labs,B67244,Germany,2023-10-11,2025-07-20,Metformin,500,175.41,1
6129,Amlodipine,Novartis,B32230,UK,2023-07-28,2025-08-15,Amlodipine,5,144.4,1
6130,Atorvastatin,Abbott India,B97595,Switzerland,2025-11-27,2028-01-30,Atorvastatin,10,164.45,1
6131,Amoxicillin,Vedic Pharma,B504581,USA,2026-07-11,2027-10-07,Amoxicillin,250,191.21,0
6132,Omeprazole,Lupin,B22293,USA,2025-01-08,2027-08-29,Omeprazole,20,134.44,1
6133,Azithromycin,Dr. Reddy's,B58107,Switzerland,2025-10-27,2027-07-02,Azithromycin,500,435.94,1
6134,Metformin,Pfizer,B977720,Switzerland,2026-01-23,2027-05-09,Metformin,500,130.91,1
6135,Omeprazole,Dr. Reddy's,B998823,UK,2024-09-07,2025-09-12,Omeprazole,20,127.77,1
6136,Azithromycin,Alkem,B11625,Germany,2024-06-30,2027-05-11,Azithromycin,500,238.5,1
6137,Atorvastatin,Alpha Drugs,B542996,India,2024-05-21,2024-10-25,Atorvastatin,10,60.18,0
6138,Cetirizine,Cipla,B93381,Germany,2025-09-20,2027-08-18,Cetirizine,10,71.36,1
6139,Ibuprofen,Lupin,0N,USA,2024-08-04,2024-09-06,Ibuprofen,400,100.88,0
6140,Pantoprazole,BioMed Generics,B60617,India,2025-02-03,2026-12-07,Pantoprazole,40,193.7,1
6141,Ibuprofen,Torrent,LB01,India,2025-11-06,2026-07-21,Ibuprofen,400,61.53,0
6142,Cetirizine,Bayer India,B40388,India,2024-05-03,2024-07-23,Cetirizine,10,16.39,0
6143,Atorvastatin,Glenmark,B443882,UK,2023-10-20,2026-02-17,Atorvastatin,10,219.27,1
6144,Azithromycin,IPCA Labs,B35721,Switzerland,2026-04-22,2028-12-06,Azithromycin,500,343.93,1
6145,Atorvastatin,Cipla,P9U,India,2024-10-29,2025-10-29,Atorvastatin,10,119.85,0
6146,Atorvastatin,PharmTech India,F73U,Switzerland,2024-07-09,2025-04-25,Atorvastatin,10,98.28,0
6147,Pantoprazole,BioMed Generics,RX7185,Switzerland,2025-08-05,2025-10-06,Pantoprazole,40,47.47,0
6148,Omeprazole,Pfizer,B7598,Germany,2025-03-04,2027-09-15,Omeprazole,20,139.25,1
6149,Metformin,Sun Pharma,B6144,USA,2025-04-16,2027-02-25,Metformin,500,96.74,1
6150,Amoxicillin,Nexus Biotech,B635835,India,2023-10-13,2026-10-02,Amoxicillin,250,189.52,0
6151,Paracetamol,Novartis,B67910,Switzerland,2026-07-01,2029-02-11,Paracetamol,500,175.2,1
6152,Amoxicillin,Alkem,B58899,UK,2023-11-23,2026-07-27,Amoxicillin,250,150.84,1
6153,Cetirizine,Lupin,B34149,Germany,2024-12-05,2027-11-24,Cetirizine,10,68.54,1
6154,Paracetamol,Glenmark,B31900,India,2023-11-28,2026-08-17,Paracetamol,500,100.82,1
6155,Amoxicillin,Zydus Cadila,B64811,India,2026-06-20,2026-10-12,Amoxicillin,250,208.07,0
6156,Metformin,Bayer India,ZZ,India,2025-03-14,2025-08-13,Metformin,500,68.95,0
6157,Amoxicillin,Lupin,B91627,USA,2024-06-07,2025-10-10,Amoxicillin,250,174.38,1
6158,Metformin,Dr. Reddy's,B35380,India,2024-03-23,2026-06-13,Metformin,500,108.19,1
6159,Metformin,Cipla,B57241,Germany,2026-01-27,2028-11-24,Metformin,500,132.42,1
6160,Cetirizine,Sun Pharma,B373399,Switzerland,2025-06-24,2028-03-07,Cetirizine,10,58.5,1
6161,Amoxicillin,Cipla,B77061,UK,2025-11-10,2027-02-08,Amoxicillin,250,185.24,1
6162,Pantoprazole,Sun Pharma,B18072,India,2024-08-29,2026-01-22,Pantoprazole,40,190.47,1
6163,Omeprazole,Abbott India,B289845,USA,2023-08-19,2026-08-11,Omeprazole,20,116.79,1
6164,Cetirizine,Pfizer,B991170,Switzerland,2024-05-09,2025-05-11,Cetirizine,10,58.88,1
6165,Azithromycin,Lupin,B586344,Switzerland,2023-11-01,2026-01-30,Azithromycin,500,411.44,1
6166,Amoxicillin,Torrent,B40487,India,2023-08-05,2025-03-21,Amoxicillin,250,159.27,1
6167,Omeprazole,Abbott India,B36059,Switzerland,2026-05-04,2028-01-24,Omeprazole,20,188.26,1
6168,Ibuprofen,Sun Pharma,B598673,Germany,2025-04-26,2026-08-06,Ibuprofen,400,96.97,1
6169,Amoxicillin,Novartis,B712134,Switzerland,2025-09-18,2027-03-28,Amoxicillin,250,174.26,1
6170,Omeprazole,UniPharma,3HP0,Switzerland,2025-09-13,2026-07-07,Omeprazole,20,79.88,0
6171,Pantoprazole,Cipla,0C,Switzerland,2026-07-19,2027-04-30,Pantoprazole,40,93.65,0
6172,Cetirizine,Wockhardt,B57870,USA,2024-09-11,2027-06-13,Cetirizine,10,82.15,1
6173,Paracetamol,Lupin,B45674,Germany,2024-05-31,2027-03-28,Paracetamol,500,111.18,1
6174,Pantoprazole,Wockhardt,B99472,USA,2026-07-22,2027-08-05,Pantoprazole,40,122.86,1
6175,Ibuprofen,Pfizer,B568577,USA,2026-02-17,2028-10-12,Ibuprofen,400,106.98,1
6176,Azithromycin,Sanofi India,B78586,USA,2025-12-31,2027-07-24,Azithromycin,500,284.61,1
6177,Pantoprazole,Torrent,PUW3,Germany,2025-04-25,2025-08-04,Pantoprazole,40,155.05,1
6178,Azithromycin,Glenmark,B80795,Germany,2024-01-29,2026-07-08,Azithromycin,500,235.51,1
6179,Azithromycin,Dr. Reddy's,B73485,USA,2024-08-03,2026-10-26,Azithromycin,500,412.43,1
6180,Metformin,Pfizer,B82992,Switzerland,2025-10-12,2027-12-24,Metformin,500,154.92,0
6181,Azithromycin,Pfizer,B25359,UK,2024-07-31,2026-05-08,Azithromycin,500,363.8,1
6182,Atorvastatin,Lupin,B72914,Switzerland,2025-11-29,2026-12-03,Atorvastatin,10,206.96,1
6183,Pantoprazole,Bayer India,B78126,UK,2026-03-07,2026-11-11,Pantoprazole,40,26.05,0
6184,Azithromycin,Pfizer,B617594,India,2026-07-19,2028-09-19,Azithromycin,500,443.35,1
6185,Pantoprazole,Cipla,B60808,Germany,2025-04-04,2026-08-02,Pantoprazole,40,158.06,1
6186,Cetirizine,Novartis,B94706,USA,2025-07-07,2026-08-17,Cetirizine,10,68.87,1
6187,Azithromycin,Pfizer,B751063,Switzerland,2024-10-24,2026-04-19,Azithromycin,500,326.08,1
6188,Atorvastatin,Glenmark,B408900,India,2024-09-07,2027-03-04,Atorvastatin,10,277.84,1
6189,Amoxicillin,IPCA Labs,B76829,UK,2026-05-16,2028-02-22,Amoxicillin,250,179.17,1
6190,Paracetamol,Lupin,R4,India,2024-07-31,2025-06-20,Paracetamol,500,71.69,0
6191,Ibuprofen,Sun Pharma,B92006,Germany,2026-06-10,2028-06-24,Ibuprofen,400,124.18,1
6192,Amoxicillin,Pfizer,B24746,India,2026-06-20,2029-05-19,Amoxicillin,250,145.14,0
6193,Amlodipine,Torrent,B712946,Switzerland,2023-09-25,2026-07-30,Amlodipine,5,148.57,1
6194,Ibuprofen,GSK,B81767,USA,2025-06-18,2028-03-15,Ibuprofen,400,121.11,1
6195,Metformin,Abbott India,B768108,UK,2023-10-27,2026-06-01,Metformin,500,75.57,1
6196,Cetirizine,Alkem,B32227,Switzerland,2025-01-22,2027-12-18,Cetirizine,10,77.64,1
6197,Omeprazole,Abbott India,B703839,Switzerland,2026-07-09,2028-05-01,Omeprazole,20,112.67,1
6198,Omeprazole,Torrent,RD6,India,2025-10-11,2026-01-28,Omeprazole,20,65.89,0
6199,Ibuprofen,Alpha Drugs,B62200,Switzerland,2025-05-05,2027-09-08,Ibuprofen,400,43.04,0
6200,Paracetamol,Lupin,B337374,Germany,2026-05-10,2029-04-24,Paracetamol,500,72.23,0
6201,Cetirizine,Abbott India,B755364,USA,2024-01-26,2025-11-05,Cetirizine,10,71.63,1
6202,Omeprazole,Mankind Pharma,RX451,Germany,2024-07-10,2026-07-08,Omeprazole,20,33.4,0
6203,Amoxicillin,Sun Pharma,B85643,USA,2023-09-16,2025-09-02,Amoxicillin,250,284.67,1
6204,Atorvastatin,GenPharm Ltd,B628519,Germany,2026-07-12,2029-04-20,Atorvastatin,10,200.32,0
6205,Omeprazole,GSK,B299636,Switzerland,2025-03-16,2028-03-10,Omeprazole,20,118.89,1
6206,Cetirizine,IPCA Labs,B684273,UK,2024-05-01,2027-04-07,Cetirizine,10,109.78,1
6207,Cetirizine,Vedic Pharma,B29532,Switzerland,2023-10-24,2025-01-18,Cetirizine,10,73.86,0
6208,Paracetamol,Glenmark,B598833,Switzerland,2024-04-01,2024-05-13,Paracetamol,500,54.7,0
6209,Metformin,Abbott India,B795698,UK,2026-01-19,2028-10-17,Metformin,500,128.37,1
6210,Omeprazole,Alkem,B566183,India,2024-02-01,2025-05-04,Omeprazole,20,131.46,1
6211,Cetirizine,Lupin,B274994,USA,2024-01-10,2026-07-12,Cetirizine,10,97.4,1
6212,Pantoprazole,Bayer India,B91985,USA,2026-02-11,2028-11-21,Pantoprazole,40,164.08,1
6213,Cetirizine,Abbott India,B249611,Switzerland,2023-09-13,2026-01-08,Cetirizine,10,72.73,1
6214,Omeprazole,Zydus Cadila,B802163,Switzerland,2025-06-15,2027-04-17,Omeprazole,20,115.55,1
6215,Paracetamol,Abbott India,B45859,UK,2024-01-17,2025-05-01,Paracetamol,500,100.36,1
6216,Omeprazole,Pfizer,B151382,Switzerland,2025-09-03,2028-04-12,Omeprazole,20,108.02,1
6217,Azithromycin,Zydus Cadila,B54631,Germany,2025-08-24,2028-08-18,Azithromycin,500,300.73,0
6218,Metformin,Pfizer,RB4,USA,2023-12-04,2024-07-04,Metformin,500,45.95,0
6219,Azithromycin,Wockhardt,B554921,UK,2024-12-27,2026-05-31,Azithromycin,500,284.48,1
6220,Cetirizine,Torrent,B594352,USA,2024-01-11,2026-06-02,Cetirizine,10,105.22,1
6221,Atorvastatin,Novartis,B822307,Switzerland,2025-02-15,2027-08-07,Atorvastatin,10,279.64,1
6222,Ibuprofen,Wockhardt,B114888,India,2023-09-01,2026-03-23,Ibuprofen,400,99.36,0
6223,Atorvastatin,Alkem,CF130,Switzerland,2026-03-18,2028-06-17,Atorvastatin,10,216.2,0
6224,Paracetamol,PharmTech India,RX3738,USA,2026-02-20,2026-06-01,Paracetamol,500,174.77,0
6225,Azithromycin,IPCA Labs,B80440,UK,2024-04-01,2025-12-08,Azithromycin,500,332.93,1
6226,Paracetamol,Novartis,B80801,Germany,2026-04-29,2029-04-21,Paracetamol,500,112.38,1
6227,Omeprazole,Dr. Reddy's,B13220,UK,2024-06-22,2026-08-29,Omeprazole,20,112.78,1
6228,Metformin,Sanofi India,B237063,USA,2023-09-26,2025-10-22,Metformin,500,140.65,1
6229,Atorvastatin,Dr. Reddy's,B31080,UK,2024-05-16,2026-05-08,Atorvastatin,10,259.69,1
6230,Ibuprofen,Dr. Reddy's,B3203,USA,2025-03-06,2027-08-24,Ibuprofen,400,88.13,1
6231,Paracetamol,Wockhardt,B61318,India,2025-06-21,2026-04-01,Paracetamol,500,74.53,0
6232,Omeprazole,PharmTech India,CF9053,UK,2023-12-18,2024-07-04,Omeprazole,20,31.05,0
6233,Omeprazole,Mankind Pharma,B57299,Switzerland,2025-03-14,2027-06-29,Omeprazole,20,144.58,1
6234,Amlodipine,Wockhardt,B528942,USA,2024-07-26,2025-07-27,Amlodipine,5,103.36,1
6235,Pantoprazole,Glenmark,B607906,Switzerland,2024-10-04,2027-01-13,Pantoprazole,40,153.06,0
6236,Azithromycin,Pfizer,B967321,India,2025-01-09,2026-08-02,Azithromycin,500,364.18,1
6237,Ibuprofen,Nexus Biotech,GNKT,USA,2024-04-07,2024-10-03,Ibuprofen,400,33.12,0
6238,Paracetamol,Cipla,B357262,Germany,2023-10-16,2024-10-28,Paracetamol,500,121.27,1
6239,Amoxicillin,Lupin,B688212,Germany,2024-12-15,2026-10-23,Amoxicillin,250,154.74,0
6240,Omeprazole,Sun Pharma,B976435,Germany,2023-12-09,2026-06-06,Omeprazole,20,161.21,1
6241,Metformin,Bayer India,B4356,India,2025-05-01,2026-06-26,Metformin,500,124.49,1
6242,Amlodipine,IPCA Labs,B42794,Switzerland,2024-12-25,2027-02-07,Amlodipine,5,140.89,1
6243,Pantoprazole,Alkem,B404624,USA,2024-07-31,2025-12-30,Pantoprazole,40,208.86,1
6244,Metformin,Alkem,B2247,UK,2024-02-26,2025-12-03,Metformin,500,156.54,1
6245,Amlodipine,Alkem,B14779,India,2023-12-15,2026-08-13,Amlodipine,5,150.63,1
6246,Ibuprofen,UniPharma,8IP,Switzerland,2025-03-08,2026-06-16,Ibuprofen,400,110.47,0
6247,Cetirizine,Novartis,B56838,USA,2025-06-21,2027-01-21,Cetirizine,10,89.08,1
6248,Amlodipine,Glenmark,B840599,Switzerland,2025-10-04,2028-06-09,Amlodipine,5,193.3,0
6249,Amlodipine,Lupin,B203549,UK,2025-12-25,2028-07-13,Amlodipine,5,121.14,1
6250,Paracetamol,Bayer India,B722972,India,2025-10-08,2027-10-18,Paracetamol,500,146.76,1
6251,Ibuprofen,Dr. Reddy's,B859069,USA,2025-04-08,2026-07-02,Ibuprofen,400,89.23,1
6252,Paracetamol,Zydus Cadila,B12962,UK,2025-05-08,2027-03-18,Paracetamol,500,111.71,1
6253,Amoxicillin,Lupin,B834247,India,2024-05-28,2025-11-01,Amoxicillin,250,305.07,1
6254,Paracetamol,Torrent,B803763,Germany,2025-05-20,2025-07-10,Paracetamol,500,73.86,0
6255,Azithromycin,UniPharma,P4V,UK,2024-11-04,2025-07-02,Azithromycin,500,64.84,0
6256,Amlodipine,Pfizer,B224860,UK,2025-06-06,2028-04-03,Amlodipine,5,109.37,1
6257,Amoxicillin,Sun Pharma,B91726,UK,2023-08-23,2026-06-24,Amoxicillin,250,237.68,1
6258,Ibuprofen,PharmTech India,PAK,India,2026-05-29,2027-12-10,Ibuprofen,400,17.18,0
6259,Atorvastatin,Alpha Drugs,8BQQ,Germany,2024-12-06,2025-10-21,Atorvastatin,10,91.18,0
6260,Cetirizine,Pfizer,B692736,UK,2026-01-20,2027-03-23,Cetirizine,10,74.87,1
6261,Pantoprazole,Abbott India,B181250,UK,2024-12-26,2026-10-24,Pantoprazole,40,212.4,1
6262,Paracetamol,Novartis,B988288,Switzerland,2025-11-02,2028-01-28,Paracetamol,500,140.07,1
6263,Amoxicillin,GenPharm Ltd,B102552,Germany,2024-01-31,2024-11-12,Amoxicillin,250,51.18,0
6264,Atorvastatin,Wockhardt,B10658,India,2024-11-08,2027-07-05,Atorvastatin,10,233.99,1
6265,Atorvastatin,Lupin,B320306,UK,2024-08-17,2025-12-08,Atorvastatin,10,195.11,1
6266,Atorvastatin,Pfizer,B21126,Germany,2025-08-05,2027-12-06,Atorvastatin,10,226.23,1
6267,Pantoprazole,Sanofi India,B798356,Germany,2026-07-01,2029-04-30,Pantoprazole,40,162.36,1
6268,Omeprazole,IPCA Labs,B61136,Switzerland,2024-12-01,2027-08-25,Omeprazole,20,182.07,1
6269,Amlodipine,Bayer India,MX8173,India,2023-12-13,2025-11-12,Amlodipine,5,206.28,0
6270,Azithromycin,Lupin,B22264,USA,2024-03-24,2025-09-03,Azithromycin,500,331.15,1
6271,Amlodipine,UniPharma,B466735,Switzerland,2023-10-25,2024-02-13,Amlodipine,5,98.88,1
6272,Atorvastatin,Cipla,B785913,Switzerland,2025-03-19,2026-10-01,Atorvastatin,10,255.19,1
6273,Atorvastatin,Dr. Reddy's,B639428,USA,2024-03-08,2025-04-02,Atorvastatin,10,215.99,1
6274,Paracetamol,Zydus Cadila,B80857,Switzerland,2024-01-13,2026-03-03,Paracetamol,500,96.65,1
6275,Metformin,Alkem,B58785,India,2024-02-17,2025-04-01,Metformin,500,119.93,1
6276,Amlodipine,Lupin,B57373,USA,2025-12-12,2028-04-13,Amlodipine,5,172.9,1
6277,Pantoprazole,Sun Pharma,B539253,USA,2024-02-08,2026-05-08,Pantoprazole,40,191.95,1
6278,Cetirizine,Torrent,B202002,UK,2025-05-25,2026-08-24,Cetirizine,10,77.12,1
6279,Paracetamol,Sun Pharma,B32912,India,2024-06-28,2026-07-19,Paracetamol,500,94.22,1
6280,Omeprazole,Novartis,B560417,Germany,2026-03-09,2028-06-04,Omeprazole,20,151.71,1
6281,Atorvastatin,Novartis,B138783,Switzerland,2026-02-09,2028-09-07,Atorvastatin,10,225.05,1
6282,Atorvastatin,Lupin,B41888,UK,2024-09-26,2027-09-04,Atorvastatin,10,228.33,1
6283,Paracetamol,Sun Pharma,B25249,India,2024-06-24,2026-03-23,Paracetamol,500,144.24,1
6284,Atorvastatin,UniPharma,B20989,India,2025-08-25,2026-11-10,Atorvastatin,10,269.73,1
6285,Amlodipine,Wockhardt,B526946,UK,2025-08-29,2028-05-05,Amlodipine,5,150.95,1
6286,Omeprazole,Glenmark,B81891,USA,2024-02-13,2025-12-17,Omeprazole,20,132.61,1
6287,Azithromycin,Alpha Drugs,V3RL,Switzerland,2026-04-07,2026-07-31,Azithromycin,500,53.43,0
6288,Atorvastatin,Bayer India,B84589,Germany,2024-03-31,2026-04-22,Atorvastatin,10,253.0,0
6289,Metformin,Pfizer,B127774,USA,2023-12-24,2025-12-14,Metformin,500,173.69,1
6290,Pantoprazole,Sanofi India,B411302,USA,2024-03-09,2026-12-18,Pantoprazole,40,150.23,1
6291,Ibuprofen,Vedic Pharma,KN1,UK,2026-06-12,2027-06-01,Ibuprofen,400,35.92,0
6292,Amlodipine,Alkem,B893916,Switzerland,2024-09-28,2026-04-19,Amlodipine,5,227.96,1
6293,Amlodipine,GenPharm Ltd,B70909,Switzerland,2025-01-10,2027-06-18,Amlodipine,5,188.09,1
6294,Amoxicillin,Novartis,B54530,USA,2025-12-19,2028-10-30,Amoxicillin,250,196.41,1
6295,Cetirizine,Lupin,B85533,Germany,2026-02-28,2027-12-03,Cetirizine,10,63.04,1
6296,Ibuprofen,IPCA Labs,B30633,USA,2026-07-09,2028-10-05,Ibuprofen,400,114.54,1
6297,Amoxicillin,Sanofi India,B38998,Switzerland,2026-05-30,2028-12-27,Amoxicillin,250,149.48,1
6298,Amoxicillin,Nexus Biotech,B32964,India,2024-11-15,2025-08-07,Amoxicillin,250,75.12,0
6299,Paracetamol,Alkem,B79730,India,2025-05-05,2027-08-15,Paracetamol,500,111.96,1
6300,Amlodipine,Dr. Reddy's,B472852,India,2024-04-11,2025-06-04,Amlodipine,5,151.21,1
6301,Atorvastatin,MedRite Pharma,6RS,Switzerland,2025-09-29,2026-04-10,Atorvastatin,10,210.46,0
6302,Metformin,Dr. Reddy's,B490719,India,2026-05-01,2028-08-15,Metformin,500,97.45,1
6303,Metformin,Torrent,B33623,USA,2026-07-05,2028-09-03,Metformin,500,157.48,1
6304,Pantoprazole,Pfizer,B59470,UK,2025-06-21,2027-10-23,Pantoprazole,40,200.48,1
6305,Azithromycin,Alpha Drugs,B50289,Germany,2026-02-26,2026-07-09,Azithromycin,500,203.23,0
6306,Paracetamol,GSK,B52881,USA,2026-07-07,2028-08-14,Paracetamol,500,145.94,1
6307,Azithromycin,Abbott India,B91926,Germany,2025-08-10,2027-12-07,Azithromycin,500,255.11,1
6308,Ibuprofen,GSK,B57136,India,2026-04-17,2028-06-28,Ibuprofen,400,118.7,1
6309,Cetirizine,Cipla,B736080,USA,2026-05-28,2028-01-17,Cetirizine,10,78.91,1
6310,Omeprazole,Abbott India,B80986,Switzerland,2024-11-24,2026-03-12,Omeprazole,20,150.87,1
6311,Cetirizine,Abbott India,B903285,Switzerland,2025-08-20,2027-05-16,Cetirizine,10,77.09,1
6312,Omeprazole,Pfizer,B74599,Germany,2025-03-01,2026-08-25,Omeprazole,20,191.15,1
6313,Amoxicillin,Nexus Biotech,B496435,UK,2024-02-20,2024-12-11,Amoxicillin,250,95.79,0
6314,Azithromycin,Torrent,B642108,USA,2025-09-05,2026-12-24,Azithromycin,500,338.78,1
6315,Omeprazole,Alkem,B372548,Germany,2025-08-11,2026-09-23,Omeprazole,20,186.96,1
6316,Atorvastatin,Abbott India,B66242,USA,2023-08-13,2024-07-25,Atorvastatin,10,253.89,0
6317,Amlodipine,Alkem,B186544,USA,2025-05-18,2027-07-30,Amlodipine,5,270.63,1
6318,Amlodipine,Alkem,B92415,Switzerland,2025-01-03,2027-07-24,Amlodipine,5,152.93,1
6319,Omeprazole,Lupin,B117257,UK,2026-01-19,2028-07-06,Omeprazole,20,181.65,1
6320,Omeprazole,Sun Pharma,B46653,Switzerland,2023-12-10,2025-04-02,Omeprazole,20,146.85,1
6321,Ibuprofen,Torrent,MX1424,Germany,2025-12-03,2026-04-14,Ibuprofen,400,50.6,0
6322,Cetirizine,IPCA Labs,B640,Switzerland,2023-11-30,2026-05-28,Cetirizine,10,79.88,0
6323,Paracetamol,Dr. Reddy's,B62350,Switzerland,2024-08-10,2025-10-12,Paracetamol,500,111.04,1
6324,Amoxicillin,Pfizer,B104888,Germany,2023-10-18,2026-06-05,Amoxicillin,250,233.73,1
6325,Atorvastatin,Pfizer,B334240,India,2025-02-21,2027-02-13,Atorvastatin,10,199.4,1
6326,Cetirizine,Torrent,B943339,India,2024-05-24,2027-03-14,Cetirizine,10,60.31,1
6327,Pantoprazole,Cipla,RX2233,India,2025-11-20,2026-11-09,Pantoprazole,40,144.29,1
6328,Cetirizine,Pfizer,B71571,UK,2023-10-17,2025-02-20,Cetirizine,10,90.54,1
6329,Metformin,Zydus Cadila,B544283,Switzerland,2024-06-03,2025-09-30,Metformin,500,171.73,1
6330,Cetirizine,Novartis,B603157,Germany,2024-01-06,2026-03-17,Cetirizine,10,81.8,1
6331,Pantoprazole,Cipla,B493831,Germany,2024-07-11,2027-05-30,Pantoprazole,40,208.27,1
6332,Ibuprofen,Glenmark,B444355,UK,2023-09-26,2024-12-22,Ibuprofen,400,76.21,1
6333,Cetirizine,Zydus Cadila,B73589,Switzerland,2026-02-19,2026-04-13,Cetirizine,10,38.96,0
6334,Azithromycin,Cipla,B90055,UK,2025-06-21,2027-05-24,Azithromycin,500,283.18,1
6335,Amoxicillin,Cipla,B962516,UK,2025-03-27,2026-09-16,Amoxicillin,250,175.92,1
6336,Omeprazole,Abbott India,B90366,USA,2025-04-03,2026-09-09,Omeprazole,20,152.54,0
6337,Ibuprofen,Wockhardt,B388140,USA,2023-08-04,2026-02-16,Ibuprofen,400,114.82,1
6338,Pantoprazole,Dr. Reddy's,B25112,UK,2025-06-11,2027-04-20,Pantoprazole,40,146.38,1
6339,Pantoprazole,Sanofi India,B76147,Germany,2024-11-20,2027-08-04,Pantoprazole,40,164.51,1
6340,Metformin,Abbott India,6IUW,Switzerland,2024-01-04,2024-08-16,Metformin,500,45.31,0
6341,Omeprazole,Glenmark,B408912,UK,2025-01-06,2027-09-05,Omeprazole,20,124.64,1
6342,Metformin,Wockhardt,T5,India,2025-02-03,2026-06-06,Metformin,500,66.93,0
6343,Amlodipine,GSK,B322881,Switzerland,2026-07-09,2027-12-03,Amlodipine,5,165.19,1
